ContigName	Description
jgi|Nemve1|70448|gw.278.64.1	Uncharacterized protein {ECO:0000313|EMBL:ETV72018.1}
jgi|Nemve1|70468|gw.12.428.1	Snake venom metalloprotease inhibitor 02A10
jgi|Nemve1|7048|gw.4635.4.1	Uncharacterized protein {ECO:0000313|EMBL:ESP03958.1}
jgi|Nemve1|7049|gw.692.5.1	Uncharacterized protein {ECO:0000313|EnsemblProtists:EKX37987}
jgi|Nemve1|70504|gw.3856.11.1	DNA-directed RNA polymerase subunit beta' {ECO:0000255|HAMAP-Rule:MF_01322}
jgi|Nemve1|70517|gw.105.84.1	Uncharacterized protein {ECO:0000313|EMBL:KFP52387.1}
jgi|Nemve1|70520|gw.41.223.1	No_Description
jgi|Nemve1|7052|gw.3128.5.1	Uncharacterized protein {ECO:0000313|EnsemblProtists:EKX37987}
jgi|Nemve1|70549|gw.130.208.1	"Alpha-(1,3)-fucosyltransferase FucT {ECO:0000303|PubMed:9261149}"
jgi|Nemve1|70581|gw.27.335.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSFALP00000010672}
jgi|Nemve1|70584|gw.117.136.1	Zinc finger protein 23
jgi|Nemve1|70591|gw.32.339.1	Early nodulin-75
jgi|Nemve1|70606|gw.220.74.1	No_Description
jgi|Nemve1|70627|gw.3.749.1	Perilipin-4
jgi|Nemve1|70646|gw.59.196.1	Repetitive proline-rich cell wall protein 2
jgi|Nemve1|70665|gw.20.257.1	Aldose reductase A
jgi|Nemve1|70678|gw.136.108.1	S-antigen protein
jgi|Nemve1|70714|gw.176.118.1	Uncharacterized protein {ECO:0000313|EMBL:KMZ77662.1}
jgi|Nemve1|70739|gw.362.54.1	"Cysteine-rich, acidic integral membrane protein"
jgi|Nemve1|70756|gw.20.258.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSFALP00000015351}
jgi|Nemve1|7075|gw.2387.1.1	Macrophage-expressed gene 1 protein
jgi|Nemve1|70767|gw.51.233.1	No_Description
jgi|Nemve1|70832|gw.13.482.1	Uncharacterized GTP-binding protein C428.15
jgi|Nemve1|70845|gw.42.285.1	Uncharacterized protein {ECO:0000313|EMBL:OCT71361.1}
jgi|Nemve1|70846|gw.383.49.1	Basic salivary proline-rich protein 3
jgi|Nemve1|70862|gw.335.40.1	L-ascorbate oxidase
jgi|Nemve1|70871|gw.14.359.1	Repetitive proline-rich cell wall protein 2
jgi|Nemve1|70887|gw.162.129.1	Uncharacterized protein {ECO:0000313|EMBL:EFN85417.1}
jgi|Nemve1|70889|gw.193.68.1	Uncharacterized protein {ECO:0000313|EMBL:EDS37984.1}
jgi|Nemve1|70916|gw.344.98.1	mucin-16-like isoform X2 {ECO:0000313|RefSeq:XP_014009171.1}
jgi|Nemve1|70928|gw.152.150.1	No_description
jgi|Nemve1|70933|gw.94.227.1	G protein-regulated inducer of neurite outgrowth 1
jgi|Nemve1|7094|gw.6147.5.1	Leukocyte elastase inhibitor
jgi|Nemve1|7095|gw.7213.1.1	Bile salt-activated lipase
jgi|Nemve1|70969|gw.40.272.1	Protein FAM186A
jgi|Nemve1|7097|gw.3183.2.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|70980|gw.6.493.1	Adhesive plaque matrix protein
jgi|Nemve1|70984|gw.307.64.1	WAT1-related protein At3g45870
jgi|Nemve1|71009|gw.61.291.1	Uncharacterized protein {ECO:0000313|EMBL:EAN93142.1}
jgi|Nemve1|71062|gw.303.56.1	Pre-mRNA-splicing factor cwc2
jgi|Nemve1|71064|gw.2.597.1	No_Description
jgi|Nemve1|71070|gw.190.148.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSGALP00000053637}
jgi|Nemve1|71074|gw.1.683.1	Putative white-brown complex homolog protein 30
jgi|Nemve1|71097|gw.284.31.1	vegetative cell wall protein gp1-like {ECO:0000313|RefSeq:XP_013979038.1}
jgi|Nemve1|7109|gw.2331.8.1	Protocadherin-11 X-linked
jgi|Nemve1|71130|gw.228.66.1	S-antigen protein
jgi|Nemve1|71141|gw.1143.10.1	S-antigen protein
jgi|Nemve1|7117|gw.1817.1.1	Serine/threonine-protein kinase VRK2
jgi|Nemve1|71187|gw.181.97.1	Os04g0418800 protein {ECO:0000313|EMBL:BAS89174.1}
jgi|Nemve1|71203|gw.187.68.1	DNA-directed RNA polymerase II subunit RPB1
jgi|Nemve1|71222|gw.40.274.1	vegetative cell wall protein gp1-like {ECO:0000313|RefSeq:XP_014012354.1}
jgi|Nemve1|71242|gw.302.52.1	Plus agglutinin {ECO:0000313|EMBL:AAX33674.1}
jgi|Nemve1|71255|gw.27.345.1	Bile salt-activated lipase
jgi|Nemve1|71264|gw.6.496.1	Uncharacterized PPE family protein PPE21
jgi|Nemve1|71269|gw.120.117.1	Protein SON
jgi|Nemve1|71280|gw.40.276.1	Dynein heavy chain
jgi|Nemve1|71294|gw.140.58.1	No_Description
jgi|Nemve1|71297|gw.74.220.1	Uncharacterized protein {ECO:0000313|EMBL:KKF14167.1}
jgi|Nemve1|71299|gw.36.218.1	CIC11C00000005478 {ECO:0000313|EMBL:SGZ51014.1}
jgi|Nemve1|71308|gw.11.532.1	Uncharacterized protein {ECO:0000313|EMBL:OCT66739.1}
jgi|Nemve1|71320|gw.87.182.1	KRR1 small subunit processome component homolog
jgi|Nemve1|71335|gw.382.33.1	Leucine-rich repeat serine/threonine-protein kinase 1
jgi|Nemve1|71351|gw.51.241.1	Uncharacterized protein {ECO:0000313|EMBL:EFO91912.1}
jgi|Nemve1|7135|gw.9573.2.1	Ovarian abundant message protein
jgi|Nemve1|71375|gw.64.202.1	Uncharacterized protein {ECO:0000313|EMBL:EPY87460.1}
jgi|Nemve1|71378|gw.4.650.1	S-antigen protein
jgi|Nemve1|71400|gw.12.437.1	LPXTG-motif cell wall anchor domain protein {ECO:0000313|EMBL:EFU82068.1}
jgi|Nemve1|71402|gw.233.216.1	Cytochrome P450 like_TBP {ECO:0000313|EMBL:BAA10929.1}
jgi|Nemve1|71407|gw.36.219.1	CIC11C00000005478 {ECO:0000313|EMBL:SGZ51014.1}
jgi|Nemve1|71451|gw.39.278.1	Uncharacterized protein {ECO:0000313|WBParaSite:maker-uti_cns_0007845-snap-gene-0.3-mRNA-1}
jgi|Nemve1|71471|gw.1.695.1	Brain-specific homeobox protein like protein {ECO:0000313|EMBL:ELW65852.1}
jgi|Nemve1|71477|gw.33.342.1	Prostaglandin F synthase
jgi|Nemve1|71486|gw.27.356.1	No_Description
jgi|Nemve1|714|gw.635.5.1	E3 ubiquitin-protein ligase RNF19A
jgi|Nemve1|71500|gw.1.696.1	S-antigen protein
jgi|Nemve1|71525|gw.142.120.1	Ovarian abundant message protein
jgi|Nemve1|71538|gw.85.195.1	Uncharacterized protein {ECO:0000313|EMBL:EFJ32818.1}
jgi|Nemve1|71557|gw.278.80.1	Involucrin
jgi|Nemve1|71565|gw.364.38.1	Proline-rich protein 1
jgi|Nemve1|71588|gw.41.230.1	No_Description
jgi|Nemve1|71593|gw.267.99.1	Uncharacterized protein {ECO:0000313|EMBL:ELK37235.1}
jgi|Nemve1|71595|gw.352.87.1	uncharacterized protein LOC106584813 {ECO:0000313|RefSeq:XP_014025887.1}
jgi|Nemve1|71604|gw.148.135.1	Cell wall protein DAN4 {ECO:0000305}
jgi|Nemve1|71631|gw.2164.7.1	Uncharacterized protein {ECO:0000313|EMBL:CEM40462.1}
jgi|Nemve1|71671|gw.172.119.1	Nebulin
jgi|Nemve1|71677|gw.407.13.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSPMAP00000010880}
jgi|Nemve1|71693|gw.234.65.1	Uncharacterized protein {ECO:0000313|EMBL:ESP05071.1}
jgi|Nemve1|71696|gw.58.334.1	Uncharacterized protein {ECO:0000313|EMBL:KLJ06008.1}
jgi|Nemve1|71716|gw.142.122.1	Steroid 5-alpha-reductase DET2
jgi|Nemve1|71718|gw.316.146.1	Putative uncharacterized protein ART2
jgi|Nemve1|71732|gw.18.366.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSMODP00000040292}
jgi|Nemve1|71734|gw.47.276.1	No_Description
jgi|Nemve1|71739|gw.74.222.1	Prestalk protein
jgi|Nemve1|71740|gw.213.96.1	Repetitive proline-rich cell wall protein 2
jgi|Nemve1|71784|gw.40.279.1	"Polysialic acid O-acetyltransferase {ECO:0000303|PubMed:15809431, ECO:0000303|PubMed:17519228}"
jgi|Nemve1|71789|gw.43.285.1	Uncharacterized protein {ECO:0000313|EMBL:KDR16840.1}
jgi|Nemve1|71841|gw.185.102.1	NADH-ubiquinone oxidoreductase chain 5
jgi|Nemve1|71865|gw.52.315.1	Uncharacterized protein {ECO:0000313|EMBL:CAK51425.1}
jgi|Nemve1|71914|gw.354.41.1	Protein SON
jgi|Nemve1|71919|gw.280.80.1	Uncharacterized PPE family protein PPE24
jgi|Nemve1|71937|gw.253.27.1	S-antigen protein
jgi|Nemve1|71944|gw.233.218.1	300 kDa antigen AG231
jgi|Nemve1|71950|gw.54.220.1	Snake venom metalloprotease inhibitor 02A10
jgi|Nemve1|71958|gw.10.386.1	Uncharacterized protein {ECO:0000313|EMBL:OCA17968.1}
jgi|Nemve1|71964|gw.46.346.1	Glutamine-rich protein 2
jgi|Nemve1|7198|gw.1700.1.1	Transcriptional regulator ERG homolog
jgi|Nemve1|72006|gw.2.606.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSMMUP00000054190}
jgi|Nemve1|72008|gw.124.172.1	Serine/threonine-protein kinase CTR1 {ECO:0000303|PubMed:8431946}
jgi|Nemve1|72009|gw.21.330.1	Translation initiation factor IF-2 {ECO:0000255|HAMAP-Rule:MF_00100}
jgi|Nemve1|72011|gw.216.117.1	Protein RNA-directed DNA methylation 3 {ECO:0000303|PubMed:19410546}
jgi|Nemve1|72014|gw.9.651.1	Ribosome-binding protein 1
jgi|Nemve1|72032|gw.19.301.1	Adhesive plaque matrix protein
jgi|Nemve1|72046|gw.143.98.1	No_Description
jgi|Nemve1|72049|gw.229.111.1	No_description
jgi|Nemve1|72059|gw.42.291.1	S-antigen protein
jgi|Nemve1|72070|gw.122.121.1	Protein PF14_0175
jgi|Nemve1|72074|gw.94.233.1	Uncharacterized protein {ECO:0000313|EMBL:JAQ89715.1}
jgi|Nemve1|72086|gw.410.44.1	Probable aldehyde oxidase 3
jgi|Nemve1|72088|gw.4.655.1	"Cysteine-rich, acidic integral membrane protein"
jgi|Nemve1|7208|gw.41.4.1	"POU domain, class 6, transcription factor 1"
jgi|Nemve1|72102|gw.436.41.1	Cytochrome P450 like_TBP {ECO:0000313|EMBL:BAA10929.1}
jgi|Nemve1|72103|gw.74.224.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo1g007720.1}
jgi|Nemve1|72121|gw.86.276.1	Uncharacterized protein {ECO:0000313|EMBL:EEN70003.1}
jgi|Nemve1|72129|gw.310.258.1	Putative uncharacterized protein ART2
jgi|Nemve1|72130|gw.74.225.1	Repetitive proline-rich cell wall protein 2
jgi|Nemve1|72135|gw.66.215.1	Paternally-expressed gene 3 protein
jgi|Nemve1|72142|gw.61.304.1	Actin-1
jgi|Nemve1|7216|gw.604.2.1	Tudor domain-containing protein 3
jgi|Nemve1|72175|gw.30.376.1	No_Description
jgi|Nemve1|72183|gw.1923.2.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSCSAVP00000001739}
jgi|Nemve1|7218|gw.5029.4.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|72220|gw.51.249.1	S-antigen protein
jgi|Nemve1|72244|gw.316.148.1	Putative uncharacterized protein ART2
jgi|Nemve1|72245|gw.194.68.1	Putative uncharacterized protein ART2
jgi|Nemve1|7225|gw.999.1.1	Uncharacterized protein {ECO:0000313|EnsemblFungi:PTTG_10136P0}
jgi|Nemve1|72277|gw.316.149.1	Putative uncharacterized protein ART2
jgi|Nemve1|72303|gw.64.204.1	Uncharacterized protein {ECO:0000313|EMBL:EMC89582.1}
jgi|Nemve1|72309|gw.233.221.1	Putative uncharacterized protein ART2
jgi|Nemve1|72310|gw.316.150.1	Putative uncharacterized protein ART2
jgi|Nemve1|72311|gw.316.151.1	Putative uncharacterized protein ART2
jgi|Nemve1|72316|gw.569.35.1	Putative uncharacterized protein ART2
jgi|Nemve1|72318|gw.310.259.1	Putative uncharacterized protein ART2
jgi|Nemve1|72320|gw.316.152.1	Putative uncharacterized protein ART2
jgi|Nemve1|72322|gw.5461.1.1	Probable mannan synthase 11
jgi|Nemve1|72338|gw.316.153.1	Putative uncharacterized protein ART2
jgi|Nemve1|72354|gw.39.292.1	Putative uncharacterized protein ART2
jgi|Nemve1|72357|gw.126.153.1	Putative uncharacterized protein ART2
jgi|Nemve1|72360|gw.233.223.1	Putative uncharacterized protein ART2
jgi|Nemve1|72364|gw.569.36.1	Putative uncharacterized protein ART2
jgi|Nemve1|72379|gw.38.316.1	uncharacterized protein LOC106590586 {ECO:0000313|RefSeq:XP_014037174.1}
jgi|Nemve1|72381|gw.201.111.1	Uncharacterized protein {ECO:0000313|EMBL:EHA21136.1}
jgi|Nemve1|72383|gw.436.42.1	Putative uncharacterized protein ART2
jgi|Nemve1|72392|gw.110.151.1	Protein IWS1 homolog
jgi|Nemve1|7239|gw.1031.2.1	Uncharacterized protein {ECO:0000313|EnsemblProtists:EKX37987}
jgi|Nemve1|72402|gw.105.89.1	No_Description
jgi|Nemve1|72405|gw.436.43.1	Putative uncharacterized protein ART2
jgi|Nemve1|72407|gw.232.100.1	Putative uncharacterized protein ART2
jgi|Nemve1|7240|gw.5990.3.1	Putative kinesin K39 {ECO:0000313|EMBL:CBZ24974.1}
jgi|Nemve1|72442|gw.91.177.1	GTP-binding protein Rit1
jgi|Nemve1|72448|gw.2810.10.1	Putative uncharacterized protein ART2
jgi|Nemve1|72449|gw.423.11.1	Putative uncharacterized protein ART2
jgi|Nemve1|72453|gw.34.241.1	Uncharacterized protein {ECO:0000313|EMBL:KFV69429.1}
jgi|Nemve1|72462|gw.888.23.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17792.1}
jgi|Nemve1|72484|gw.233.226.1	Uncharacterized protein {ECO:0000313|EMBL:GAA96382.1}
jgi|Nemve1|72491|gw.367.68.1	Zinc finger protein 383
jgi|Nemve1|72526|gw.233.227.1	Uncharacterized protein {ECO:0000313|EMBL:CDW75723.1}
jgi|Nemve1|72545|gw.269.88.1	Uncharacterized protein {ECO:0000313|EMBL:CAQ39191.1}
jgi|Nemve1|72547|gw.330.33.1	"Cysteine-rich, acidic integral membrane protein"
jgi|Nemve1|72575|gw.70.132.1	zinc finger protein 717-like {ECO:0000313|RefSeq:XP_014009331.1}
jgi|Nemve1|72592|gw.134.139.1	Circumsporozoite protein
jgi|Nemve1|72593|gw.233.228.1	Putative uncharacterized protein ART2
jgi|Nemve1|72597|gw.12.456.1	Uncharacterized protein {ECO:0000313|EMBL:SCI58324.1}
jgi|Nemve1|72600|gw.150.145.1	Melanoma-associated antigen E1
jgi|Nemve1|7260|gw.517.7.1	Dynein heavy chain
jgi|Nemve1|72642|gw.425.49.1	Uncharacterized protein {ECO:0000313|EMBL:KER19578.1}
jgi|Nemve1|7264|gw.6496.3.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|72656|gw.6.505.1	Histone deacetylase 4 {ECO:0000313|EMBL:KOC62594.1}
jgi|Nemve1|72666|gw.37.273.1	Hemolysin-type calcium-binding region {ECO:0000313|EMBL:CUR26904.1}
jgi|Nemve1|72669|gw.2989.11.1	Uncharacterized protein {ECO:0000313|EMBL:GAA96382.1}
jgi|Nemve1|72684|gw.316.161.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17792.1}
jgi|Nemve1|72692|gw.20.275.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSOCUP00000015484}
jgi|Nemve1|72697|gw.125.71.1	Uncharacterized protein {ECO:0000313|EMBL:EAN32898.1}
jgi|Nemve1|72735|gw.292.40.1	Replicase polyprotein 1a
jgi|Nemve1|72762|gw.51.251.1	Translation initiation factor IF-2 {ECO:0000255|HAMAP-Rule:MF_00100}
jgi|Nemve1|7278|gw.3813.1.1	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3
jgi|Nemve1|72810|gw.107.161.1	Ankyrin-3 {ECO:0000303|PubMed:7836469}
jgi|Nemve1|72854|gw.67.239.1	No_Description
jgi|Nemve1|72860|gw.25.252.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:OB04G19460.1}
jgi|Nemve1|72883|gw.51.252.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSGALP00000062918}
jgi|Nemve1|72910|gw.78.153.1	Aspartic and glutamic acid-rich protein {ECO:0000303|PubMed:23765379}
jgi|Nemve1|72937|gw.17.420.1	HEAT repeat-containing protein 7A {ECO:0000313|EMBL:ELW63445.1}
jgi|Nemve1|7293|gw.1497.2.1	Zinc metalloproteinase nas-15
jgi|Nemve1|72943|gw.310.262.1	Protein TAR1
jgi|Nemve1|72956|gw.1078.3.1	No_Description
jgi|Nemve1|7298|gw.554.32.1	"Unplaced genomic scaffold K443scaffold_78, whole genome shotgun sequence {ECO:0000313|EMBL:KIK01045.1}"
jgi|Nemve1|72997|gw.32.356.1	Uncharacterized protein PF11_0213
jgi|Nemve1|73018|gw.32.357.1	Uncharacterized protein PF11_0213
jgi|Nemve1|73025|gw.117.146.1	Uncharacterized protein PF11_0213
jgi|Nemve1|73032|gw.145.109.1	HRPII {ECO:0000313|EMBL:CAA49542.1}
jgi|Nemve1|73045|gw.10.389.1	LWamide neuropeptides
jgi|Nemve1|73062|gw.297.69.1	MAP/microtubule affinity-regulating kinase 4
jgi|Nemve1|73079|gw.711.13.1	"50S ribosomal protein L1, putative {ECO:0000313|EMBL:CDI85685.1}"
jgi|Nemve1|73087|gw.147.90.1	40S ribosomal protein S8-B {ECO:0000303|PubMed:9559554}
jgi|Nemve1|7308|gw.3281.2.1	U1 small nuclear ribonucleoprotein 70 kDa
jgi|Nemve1|7310|gw.2364.1.1	DNA helicase MCM9
jgi|Nemve1|73132|gw.5.624.1	Collagen-like protein {ECO:0000313|EMBL:AFU15867.1}
jgi|Nemve1|73152|gw.8.429.1	"Myosin light chain kinase, smooth muscle"
jgi|Nemve1|73160|gw.305.106.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSDARP00000132289}
jgi|Nemve1|73182|gw.83.195.1	No_Description
jgi|Nemve1|73185|gw.58.344.1	Coagulation factor V
jgi|Nemve1|73188|gw.327.59.1	Bile salt-activated lipase
jgi|Nemve1|73205|gw.31.279.1	Repetitive proline-rich cell wall protein 2
jgi|Nemve1|7320|gw.1322.2.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|73215|gw.39.294.1	Uncharacterized protein {ECO:0000313|EMBL:EAK89294.1}
jgi|Nemve1|73230|gw.2.623.1	Brain-specific homeobox protein like protein {ECO:0000313|EMBL:ELW65852.1}
jgi|Nemve1|73238|gw.4271.1.1	Branched-chain-amino-acid aminotransferase
jgi|Nemve1|73241|gw.69.271.1	Histone-lysine N-methyltransferase PRDM9
jgi|Nemve1|7333|gw.3874.2.1	Uncharacterized protein {ECO:0000313|EMBL:CAH95751.1}
jgi|Nemve1|73384|gw.95.229.1	Transcription factor E2F3
jgi|Nemve1|73388|gw.48.226.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSCJAP00000019504}
jgi|Nemve1|73390|gw.3.776.1	Sialidase
jgi|Nemve1|7345|gw.3251.1.1	Kalirin {ECO:0000303|PubMed:9139723}
jgi|Nemve1|7346|gw.946.2.1	Probable DNA repair protein RAD50
jgi|Nemve1|73471|gw.3.778.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSXETP00000033830}
jgi|Nemve1|73487|gw.635.22.1	Tropomyosin-1 {ECO:0000313|EMBL:KTB11200.1}
jgi|Nemve1|7349|gw.2067.9.1	Uncharacterized protein {ECO:0000313|EMBL:CEG35826.1}
jgi|Nemve1|73504|gw.1.714.1	Histidine-rich protein 2 {ECO:0000313|EMBL:ACZ25714.1}
jgi|Nemve1|73536|gw.51.257.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSFALP00000003274}
jgi|Nemve1|73537|gw.80.325.1	Agglutinin receptor {ECO:0000313|EMBL:EHJ52010.1}
jgi|Nemve1|7353|gw.6522.2.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|73566|gw.4075.2.1	Uncharacterized protein {ECO:0000313|EMBL:EDS31115.1}
jgi|Nemve1|7362|gw.868.8.1	Sodium-dependent neutral amino acid transporter B(0)AT2
jgi|Nemve1|7363|gw.7379.1.1	Receptor-type tyrosine-protein phosphatase S
jgi|Nemve1|7364|gw.6694.2.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|7367|gw.3795.4.1	Prolyl 4-hydroxylase subunit alpha-1
jgi|Nemve1|7369|gw.2493.3.1	Gamma-glutamyl hydrolase
jgi|Nemve1|73708|gw.119.158.1	Uncharacterized protein C2orf16
jgi|Nemve1|73709|gw.90.211.1	Telomeric repeat-binding factor 2
jgi|Nemve1|73714|gw.3586.9.1	Putative uncharacterized protein ART2
jgi|Nemve1|73755|gw.97.168.1	MAGE-like protein 2
jgi|Nemve1|73756|gw.207.64.1	Uncharacterized protein {ECO:0000313|EMBL:OAE29991.1}
jgi|Nemve1|7375|gw.4672.2.1	Sodium-driven chloride bicarbonate exchanger
jgi|Nemve1|73760|gw.5330.3.1	S-adenosylmethionine synthase {ECO:0000255|HAMAP-Rule:MF_00086}
jgi|Nemve1|73766|gw.775.1.1	Putative uncharacterized protein ART2
jgi|Nemve1|73786|gw.4918.2.1	Uncharacterized protein {ECO:0000313|EMBL:OAO98017.1}
jgi|Nemve1|7378|gw.624.3.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|73790|gw.196.105.1	Uncharacterized protein {ECO:0000313|EMBL:KFU91034.1}
jgi|Nemve1|73793|gw.46.352.1	Uncharacterized protein {ECO:0000313|EMBL:KGL74161.1}
jgi|Nemve1|73845|gw.24.287.1	Collagen alpha 1(I) chain {ECO:0000313|EMBL:AIE73019.1}
jgi|Nemve1|73861|gw.1981.3.1	Uncharacterized protein {ECO:0000313|EMBL:EYC19854.1}
jgi|Nemve1|73868|gw.233.237.1	Putative uncharacterized protein ART2
jgi|Nemve1|7386|gw.3586.2.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|7387|gw.3345.3.1	MORC family CW-type zinc finger protein 3
jgi|Nemve1|73898|gw.22.339.1	No_Description
jgi|Nemve1|7389|gw.5838.2.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|73923|gw.239.111.1	Sialidase
jgi|Nemve1|7392|gw.1437.1.1	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_025678-tr}
jgi|Nemve1|73945|gw.84.208.1	Uncharacterized protein {ECO:0000313|EMBL:CCC71062.1}
jgi|Nemve1|73957|gw.569.39.1	Putative uncharacterized protein ART2
jgi|Nemve1|73959|gw.65.242.1	Uncharacterized protein {ECO:0000313|EMBL:AOR72024.1}
jgi|Nemve1|73960|gw.53.297.1	uncharacterized protein LOC106593792 isoform X8 {ECO:0000313|RefSeq:XP_014040645.1}
jgi|Nemve1|73970|gw.102.170.1	Adhesive plaque matrix protein {ECO:0000313|EMBL:OLP96615.1}
jgi|Nemve1|7397|gw.3233.2.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|73980|gw.88.297.1	Uncharacterized protein {ECO:0000313|EMBL:OCA16039.1}
jgi|Nemve1|73988|gw.84.210.1	No_Description
jgi|Nemve1|73997|gw.17.443.1	DNA-binding protein HEXBP
jgi|Nemve1|74029|gw.8.439.1	Uncharacterized protein {ECO:0000313|EMBL:CAJ17109.1}
jgi|Nemve1|7402|gw.10169.1.1	Ribosome-binding protein 1
jgi|Nemve1|74048|gw.2980.1.1	No_Description
jgi|Nemve1|7407|gw.3183.3.1	Uncharacterized protein {ECO:0000313|EnsemblProtists:EKX37987}
jgi|Nemve1|7408|gw.1927.2.1	Probable DNA repair protein RAD50
jgi|Nemve1|74095|gw.2316.7.1	"Fructose-1,6-bisphosphatase class 1 {ECO:0000255|HAMAP-Rule:MF_01855}"
jgi|Nemve1|74106|gw.1677.9.1	Translation initiation factor IF-2 {ECO:0000255|HAMAP-Rule:MF_00100}
jgi|Nemve1|74109|gw.58.355.1	Variable charge X-linked protein 3B
jgi|Nemve1|74116|gw.23.393.1	Uncharacterized protein {ECO:0000313|EMBL:OCT81458.1}
jgi|Nemve1|74132|gw.1177.4.1	Polar tube protein 1
jgi|Nemve1|74139|gw.3625.7.1	Uncharacterized protein {ECO:0000313|EMBL:KZP03403.1}
jgi|Nemve1|7413|gw.4146.1.1	Ubiquitin thioesterase otubain-like
jgi|Nemve1|7414|gw.4901.1.1	Centrosomal protein of 78 kDa
jgi|Nemve1|74152|gw.233.240.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|74179|gw.499.35.1	Uncharacterized protein {ECO:0000313|EMBL:CNU30199.1}
jgi|Nemve1|74223|gw.124.175.1	Uncharacterized protein {ECO:0000313|EMBL:KFO53136.1}
jgi|Nemve1|7423|gw.554.33.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|74253|gw.13.503.1	"extensin-3-like {ECO:0000313|RefSeq:XP_014514601.1, ECO:0000313|RefSeq:XP_014514602.1}"
jgi|Nemve1|74310|gw.175.146.1	probable cyclin-dependent serine/threonine-protein kinase DDB_G0292550 {ECO:0000313|RefSeq:XP_013997772.1}
jgi|Nemve1|74338|gw.1015.9.1	No_Description
jgi|Nemve1|7434|gw.4526.1.1	Multidrug resistance-associated protein 9
jgi|Nemve1|7435|gw.2159.2.1	"Latrophilin-like protein LAT-2 {ECO:0000312|EMBL:CCD61661.1, ECO:0000312|WormBase:B0286.2b}"
jgi|Nemve1|74365|gw.76.243.1	peroxisome proliferator-activated receptor gamma-like isoform X1 {ECO:0000313|RefSeq:XP_013990587.1}
jgi|Nemve1|74370|gw.246.121.1	"Uncharacterized protein {ECO:0000313|EMBL:ENN73349.1, ECO:0000313|EnsemblMetazoa:ENN73349}"
jgi|Nemve1|74397|gw.125.75.1	YALI0C23276p {ECO:0000313|EMBL:CAG82494.1}
jgi|Nemve1|74399|gw.487.4.1	Putative protein FAM47C
jgi|Nemve1|74426|gw.38.331.1	Uncharacterized protein {ECO:0000313|EMBL:GAB88433.1}
jgi|Nemve1|74439|gw.156.153.1	Uncharacterized protein {ECO:0000313|EMBL:OCT62191.1}
jgi|Nemve1|74441|gw.130.226.1	E3 SUMO-protein ligase RanBP2
jgi|Nemve1|74453|gw.3047.6.1	Uncharacterized protein {ECO:0000313|EMBL:EFO92194.1}
jgi|Nemve1|74474|gw.4012.5.1	Uncharacterized protein {ECO:0000313|EMBL:EFJ40142.1}
jgi|Nemve1|74475|gw.3625.9.1	Putative uncharacterized protein ART2
